n_stops,strategy,sequence,stint_laps,est_cost,est_cost_curve,within_windows,cost_vs_best,cost_vs_best_curve,Race
2,S-S-H,SOFT-SOFT-HARD,19-19-18,83.8,86.5,True,15.9,13.3,United States Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,20-17-20,77.6,82.9,True,9.7,9.7,United States Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,21-18-18,73.6,77.8,True,5.7,4.6,United States Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,20-17-19,80.4,82.1,True,12.5,8.9,United States Grand Prix
2,S-H-S,SOFT-HARD-SOFT,19-18-19,83.8,86.5,True,15.9,13.3,United States Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,20-19-17,80.4,82.1,True,12.5,8.9,United States Grand Prix
2,S-H-H,SOFT-HARD-HARD,19-19-19,86.5,87.8,True,18.6,14.6,United States Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,17-20-20,77.6,82.9,True,9.7,9.7,United States Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,18-21-18,73.6,77.8,True,5.7,4.6,United States Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,17-20-19,80.4,82.1,True,12.5,8.9,United States Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,18-18-21,73.6,77.8,True,5.7,4.6,United States Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,18-18-21,76.5,77.8,True,8.6,4.6,United States Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,17-19-20,80.4,82.1,True,12.5,8.9,United States Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,18-21-18,76.5,77.8,True,8.6,4.6,United States Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,17-20-20,83.2,83.3,True,15.3,10.1,United States Grand Prix
2,H-S-S,HARD-SOFT-SOFT,18-19-19,83.8,86.5,True,15.9,13.3,United States Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,19-20-17,80.4,82.1,True,12.5,8.9,United States Grand Prix
2,H-S-H,HARD-SOFT-HARD,19-19-19,86.5,87.8,True,18.6,14.6,United States Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,19-17-20,80.4,82.1,True,12.5,8.9,United States Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,21-18-18,76.5,77.8,True,8.6,4.6,United States Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,20-17-20,83.2,83.3,True,15.3,10.1,United States Grand Prix
2,H-H-S,HARD-HARD-SOFT,19-19-19,86.5,87.8,True,18.6,14.6,United States Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,20-20-17,83.2,83.3,True,15.3,10.1,United States Grand Prix
