n_stops,strategy,sequence,stint_laps,est_cost,est_cost_curve,within_windows,cost_vs_best,cost_vs_best_curve,Race
3,H-M-M-M,HARD-MEDIUM-MEDIUM-MEDIUM,28-14-14-14,84.4,69.0,True,20.4,36.4,Canadian Grand Prix
3,H-M-M-H,HARD-MEDIUM-MEDIUM-HARD,23-12-12-23,85.9,68.9,True,21.9,36.3,Canadian Grand Prix
3,H-M-H-M,HARD-MEDIUM-HARD-MEDIUM,23-12-23-12,85.9,68.9,True,21.9,36.3,Canadian Grand Prix
3,H-M-H-H,HARD-MEDIUM-HARD-HARD,20-10-20-20,86.2,69.3,True,22.2,36.7,Canadian Grand Prix
3,H-H-M-M,HARD-HARD-MEDIUM-MEDIUM,23-23-12-12,85.9,68.9,True,21.9,36.3,Canadian Grand Prix
3,H-H-M-H,HARD-HARD-MEDIUM-HARD,20-20-10-20,86.2,69.3,True,22.2,36.7,Canadian Grand Prix
3,H-H-H-M,HARD-HARD-HARD-MEDIUM,20-20-20-10,86.2,69.3,True,22.2,36.7,Canadian Grand Prix
1,S-M,SOFT-MEDIUM,27-29,114.0,105.2,False,5.9,19.2,Chinese Grand Prix
1,S-H,SOFT-HARD,18-38,131.6,87.3,True,23.5,1.3,Chinese Grand Prix
1,M-S,MEDIUM-SOFT,29-27,114.0,105.2,False,5.9,19.2,Chinese Grand Prix
1,M-H,MEDIUM-HARD,19-37,126.7,86.0,True,18.6,0.0,Chinese Grand Prix
1,H-S,HARD-SOFT,38-18,131.6,87.3,True,23.5,1.3,Chinese Grand Prix
1,H-M,HARD-MEDIUM,37-19,126.7,86.0,True,18.6,0.0,Chinese Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,18-18-20,110.2,108.6,True,2.1,22.6,Chinese Grand Prix
2,S-S-H,SOFT-SOFT-HARD,14-14-29,123.5,99.0,True,15.4,13.0,Chinese Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,18-20-18,110.2,108.6,True,2.1,22.6,Chinese Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,17-19-19,108.1,105.4,True,0.0,19.4,Chinese Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,13-15-28,120.6,95.9,True,12.5,9.9,Chinese Grand Prix
2,S-H-S,SOFT-HARD-SOFT,14-29-14,123.5,99.0,True,15.4,13.0,Chinese Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,13-28-15,120.6,95.9,True,12.5,9.9,Chinese Grand Prix
2,S-H-H,SOFT-HARD-HARD,11-23-23,121.2,90.7,True,13.1,4.7,Chinese Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,20-18-18,110.2,108.6,True,2.1,22.6,Chinese Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,19-17-19,108.1,105.4,True,0.0,19.4,Chinese Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,15-13-28,120.6,95.9,True,12.5,9.9,Chinese Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,19-19-17,108.1,105.4,True,0.0,19.4,Chinese Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,14-14-28,117.9,94.1,True,9.8,8.1,Chinese Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,15-28-13,120.6,95.9,True,12.5,9.9,Chinese Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,14-28-14,117.9,94.1,True,9.8,8.1,Chinese Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,11-22-22,118.7,87.0,True,10.6,1.0,Chinese Grand Prix
2,H-S-S,HARD-SOFT-SOFT,29-14-14,123.5,99.0,True,15.4,13.0,Chinese Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,28-13-15,120.6,95.9,True,12.5,9.9,Chinese Grand Prix
2,H-S-H,HARD-SOFT-HARD,23-11-23,121.2,90.7,True,13.1,4.7,Chinese Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,28-15-13,120.6,95.9,True,12.5,9.9,Chinese Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,28-14-14,117.9,94.1,True,9.8,8.1,Chinese Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,22-11-22,118.7,87.0,True,10.6,1.0,Chinese Grand Prix
2,H-H-S,HARD-HARD-SOFT,23-23-11,121.2,90.7,True,13.1,4.7,Chinese Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,22-22-11,118.7,87.0,True,10.6,1.0,Chinese Grand Prix
1,S-M,SOFT-MEDIUM,30-42,70.4,65.5,False,2.2,15.5,Dutch Grand Prix
1,S-H,SOFT-HARD,25-47,68.2,50.0,False,0.0,0.0,Dutch Grand Prix
1,M-S,MEDIUM-SOFT,42-30,70.4,65.5,False,2.2,15.5,Dutch Grand Prix
1,M-H,MEDIUM-HARD,31-41,74.8,56.4,True,6.6,6.4,Dutch Grand Prix
1,H-S,HARD-SOFT,47-25,68.2,50.0,False,0.0,0.0,Dutch Grand Prix
1,H-M,HARD-MEDIUM,41-31,74.8,56.4,True,6.6,6.4,Dutch Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,21-21-30,69.5,69.6,True,1.3,19.6,Dutch Grand Prix
2,S-S-H,SOFT-SOFT-HARD,19-19-35,68.5,60.8,True,0.3,10.8,Dutch Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,21-30-21,69.5,69.6,True,1.3,19.6,Dutch Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,19-27-27,78.5,74.6,True,10.3,24.6,Dutch Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,17-24-31,75.7,64.6,True,7.5,14.6,Dutch Grand Prix
2,S-H-S,SOFT-HARD-SOFT,19-35-19,68.5,60.8,True,0.3,10.8,Dutch Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,17-31-24,75.7,64.6,True,7.5,14.6,Dutch Grand Prix
2,S-H-H,SOFT-HARD-HARD,15-28-28,72.5,57.3,True,4.3,7.3,Dutch Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,30-21-21,69.5,69.6,True,1.3,19.6,Dutch Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,27-19-27,78.5,74.6,True,10.3,24.6,Dutch Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,24-17-31,75.7,64.6,True,7.5,14.6,Dutch Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,27-27-19,78.5,74.6,True,10.3,24.6,Dutch Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,22-22-28,81.0,68.2,True,12.8,18.2,Dutch Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,24-31-17,75.7,64.6,True,7.5,14.6,Dutch Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,22-28-22,81.0,68.2,True,12.8,18.2,Dutch Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,20-26-26,77.2,62.1,True,9.0,12.1,Dutch Grand Prix
2,H-S-S,HARD-SOFT-SOFT,35-19-19,68.5,60.8,True,0.3,10.8,Dutch Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,31-17-24,75.7,64.6,True,7.5,14.6,Dutch Grand Prix
2,H-S-H,HARD-SOFT-HARD,28-15-28,72.5,57.3,True,4.3,7.3,Dutch Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,31-24-17,75.7,64.6,True,7.5,14.6,Dutch Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,28-22-22,81.0,68.2,True,12.8,18.2,Dutch Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,26-20-26,77.2,62.1,True,9.0,12.1,Dutch Grand Prix
2,H-H-S,HARD-HARD-SOFT,28-28-15,72.5,57.3,True,4.3,7.3,Dutch Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,26-26-20,77.2,62.1,True,9.0,12.1,Dutch Grand Prix
3,S-S-S-M,SOFT-SOFT-SOFT-MEDIUM,16-16-16-23,80.7,79.4,True,12.5,29.4,Dutch Grand Prix
3,S-S-S-H,SOFT-SOFT-SOFT-HARD,15-15-15-28,80.0,75.4,True,11.8,25.4,Dutch Grand Prix
3,S-S-M-S,SOFT-SOFT-MEDIUM-SOFT,16-16-23-16,80.7,79.4,True,12.5,29.4,Dutch Grand Prix
3,S-S-M-M,SOFT-SOFT-MEDIUM-MEDIUM,15-15-21-21,88.4,84.4,True,20.2,34.4,Dutch Grand Prix
3,S-S-M-H,SOFT-SOFT-MEDIUM-HARD,14-14-19-25,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,S-S-H-S,SOFT-SOFT-HARD-SOFT,15-15-28-15,80.0,75.4,True,11.8,25.4,Dutch Grand Prix
3,S-S-H-M,SOFT-SOFT-HARD-MEDIUM,14-14-25-19,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,S-S-H-H,SOFT-SOFT-HARD-HARD,13-13-23-23,84.5,74.8,True,16.3,24.8,Dutch Grand Prix
3,S-M-S-S,SOFT-MEDIUM-SOFT-SOFT,16-23-16-16,80.7,79.4,True,12.5,29.4,Dutch Grand Prix
3,S-M-S-M,SOFT-MEDIUM-SOFT-MEDIUM,15-21-15-21,88.4,84.4,True,20.2,34.4,Dutch Grand Prix
3,S-M-S-H,SOFT-MEDIUM-SOFT-HARD,14-19-14-25,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,S-M-M-S,SOFT-MEDIUM-MEDIUM-SOFT,15-21-21-15,88.4,84.4,True,20.2,34.4,Dutch Grand Prix
3,S-M-M-M,SOFT-MEDIUM-MEDIUM-MEDIUM,14-19-19-19,94.4,87.1,True,26.2,37.1,Dutch Grand Prix
3,S-M-M-H,SOFT-MEDIUM-MEDIUM-HARD,13-18-18-23,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,S-M-H-S,SOFT-MEDIUM-HARD-SOFT,14-19-25-14,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,S-M-H-M,SOFT-MEDIUM-HARD-MEDIUM,13-18-23-18,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,S-M-H-H,SOFT-MEDIUM-HARD-HARD,12-17-22-22,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,S-H-S-S,SOFT-HARD-SOFT-SOFT,15-28-15-15,80.0,75.4,True,11.8,25.4,Dutch Grand Prix
3,S-H-S-M,SOFT-HARD-SOFT-MEDIUM,14-25-14-19,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,S-H-S-H,SOFT-HARD-SOFT-HARD,13-23-13-23,84.5,74.8,True,16.3,24.8,Dutch Grand Prix
3,S-H-M-S,SOFT-HARD-MEDIUM-SOFT,14-25-19-14,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,S-H-M-M,SOFT-HARD-MEDIUM-MEDIUM,13-23-18-18,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,S-H-M-H,SOFT-HARD-MEDIUM-HARD,12-22-17-22,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,S-H-H-S,SOFT-HARD-HARD-SOFT,13-23-23-13,84.5,74.8,True,16.3,24.8,Dutch Grand Prix
3,S-H-H-M,SOFT-HARD-HARD-MEDIUM,12-22-22-17,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,S-H-H-H,SOFT-HARD-HARD-HARD,11-20-20-20,86.7,74.5,True,18.5,24.5,Dutch Grand Prix
3,M-S-S-S,MEDIUM-SOFT-SOFT-SOFT,23-16-16-16,80.7,79.4,True,12.5,29.4,Dutch Grand Prix
3,M-S-S-M,MEDIUM-SOFT-SOFT-MEDIUM,21-15-15-21,88.4,84.4,True,20.2,34.4,Dutch Grand Prix
3,M-S-S-H,MEDIUM-SOFT-SOFT-HARD,19-14-14-25,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,M-S-M-S,MEDIUM-SOFT-MEDIUM-SOFT,21-15-21-15,88.4,84.4,True,20.2,34.4,Dutch Grand Prix
3,M-S-M-M,MEDIUM-SOFT-MEDIUM-MEDIUM,19-14-19-19,94.4,87.1,True,26.2,37.1,Dutch Grand Prix
3,M-S-M-H,MEDIUM-SOFT-MEDIUM-HARD,18-13-18-23,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,M-S-H-S,MEDIUM-SOFT-HARD-SOFT,19-14-25-14,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,M-S-H-M,MEDIUM-SOFT-HARD-MEDIUM,18-13-23-18,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,M-S-H-H,MEDIUM-SOFT-HARD-HARD,17-12-22-22,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,M-M-S-S,MEDIUM-MEDIUM-SOFT-SOFT,21-21-15-15,88.4,84.4,True,20.2,34.4,Dutch Grand Prix
3,M-M-S-M,MEDIUM-MEDIUM-SOFT-MEDIUM,19-19-14-19,94.4,87.1,True,26.2,37.1,Dutch Grand Prix
3,M-M-S-H,MEDIUM-MEDIUM-SOFT-HARD,18-18-13-23,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,M-M-M-S,MEDIUM-MEDIUM-MEDIUM-SOFT,19-19-19-14,94.4,87.1,True,26.2,37.1,Dutch Grand Prix
3,M-M-M-H,MEDIUM-MEDIUM-MEDIUM-HARD,17-17-17-22,96.2,86.3,True,28.0,36.3,Dutch Grand Prix
3,M-M-H-S,MEDIUM-MEDIUM-HARD-SOFT,18-18-23-13,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,M-M-H-M,MEDIUM-MEDIUM-HARD-MEDIUM,17-17-22-17,96.2,86.3,True,28.0,36.3,Dutch Grand Prix
3,M-M-H-H,MEDIUM-MEDIUM-HARD-HARD,16-16-20-20,93.2,81.7,True,25.0,31.7,Dutch Grand Prix
3,M-H-S-S,MEDIUM-HARD-SOFT-SOFT,19-25-14-14,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,M-H-S-M,MEDIUM-HARD-SOFT-MEDIUM,18-23-13-18,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,M-H-S-H,MEDIUM-HARD-SOFT-HARD,17-22-12-22,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,M-H-M-S,MEDIUM-HARD-MEDIUM-SOFT,18-23-18-13,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,M-H-M-M,MEDIUM-HARD-MEDIUM-MEDIUM,17-22-17-17,96.2,86.3,True,28.0,36.3,Dutch Grand Prix
3,M-H-M-H,MEDIUM-HARD-MEDIUM-HARD,16-20-16-20,93.2,81.7,True,25.0,31.7,Dutch Grand Prix
3,M-H-H-S,MEDIUM-HARD-HARD-SOFT,17-22-22-12,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,M-H-H-M,MEDIUM-HARD-HARD-MEDIUM,16-20-20-16,93.2,81.7,True,25.0,31.7,Dutch Grand Prix
3,M-H-H-H,MEDIUM-HARD-HARD-HARD,15-19-19-19,90.4,78.3,True,22.2,28.3,Dutch Grand Prix
3,H-S-S-S,HARD-SOFT-SOFT-SOFT,28-15-15-15,80.0,75.4,True,11.8,25.4,Dutch Grand Prix
3,H-S-S-M,HARD-SOFT-SOFT-MEDIUM,25-14-14-19,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,H-S-S-H,HARD-SOFT-SOFT-HARD,23-13-13-23,84.5,74.8,True,16.3,24.8,Dutch Grand Prix
3,H-S-M-S,HARD-SOFT-MEDIUM-SOFT,25-14-19-14,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,H-S-M-M,HARD-SOFT-MEDIUM-MEDIUM,23-13-18-18,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,H-S-M-H,HARD-SOFT-MEDIUM-HARD,22-12-17-22,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,H-S-H-S,HARD-SOFT-HARD-SOFT,23-13-23-13,84.5,74.8,True,16.3,24.8,Dutch Grand Prix
3,H-S-H-M,HARD-SOFT-HARD-MEDIUM,22-12-22-17,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,H-S-H-H,HARD-SOFT-HARD-HARD,20-11-20-20,86.7,74.5,True,18.5,24.5,Dutch Grand Prix
3,H-M-S-S,HARD-MEDIUM-SOFT-SOFT,25-19-14-14,86.6,79.0,True,18.4,29.0,Dutch Grand Prix
3,H-M-S-M,HARD-MEDIUM-SOFT-MEDIUM,23-18-13-18,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,H-M-S-H,HARD-MEDIUM-SOFT-HARD,22-17-12-22,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,H-M-M-S,HARD-MEDIUM-MEDIUM-SOFT,23-18-18-13,91.8,82.7,True,23.6,32.7,Dutch Grand Prix
3,H-M-M-M,HARD-MEDIUM-MEDIUM-MEDIUM,22-17-17-17,96.2,86.3,True,28.0,36.3,Dutch Grand Prix
3,H-M-M-H,HARD-MEDIUM-MEDIUM-HARD,20-16-16-20,93.2,81.7,True,25.0,31.7,Dutch Grand Prix
3,H-M-H-S,HARD-MEDIUM-HARD-SOFT,22-17-22-12,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,H-M-H-M,HARD-MEDIUM-HARD-MEDIUM,20-16-20-16,93.2,81.7,True,25.0,31.7,Dutch Grand Prix
3,H-M-H-H,HARD-MEDIUM-HARD-HARD,19-15-19-19,90.4,78.3,True,22.2,28.3,Dutch Grand Prix
3,H-H-S-S,HARD-HARD-SOFT-SOFT,23-23-13-13,84.5,74.8,True,16.3,24.8,Dutch Grand Prix
3,H-H-S-M,HARD-HARD-SOFT-MEDIUM,22-22-12-17,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,H-H-S-H,HARD-HARD-SOFT-HARD,20-20-11-20,86.7,74.5,True,18.5,24.5,Dutch Grand Prix
3,H-H-M-S,HARD-HARD-MEDIUM-SOFT,22-22-17-12,89.2,79.0,True,21.0,29.0,Dutch Grand Prix
3,H-H-M-M,HARD-HARD-MEDIUM-MEDIUM,20-20-16-16,93.2,81.7,True,25.0,31.7,Dutch Grand Prix
3,H-H-M-H,HARD-HARD-MEDIUM-HARD,19-19-15-19,90.4,78.3,True,22.2,28.3,Dutch Grand Prix
3,H-H-H-S,HARD-HARD-HARD-SOFT,20-20-20-11,86.7,74.5,True,18.5,24.5,Dutch Grand Prix
3,H-H-H-M,HARD-HARD-HARD-MEDIUM,19-19-19-15,90.4,78.3,True,22.2,28.3,Dutch Grand Prix
1,S-M,SOFT-MEDIUM,39-24,102.9,68.7,True,12.9,34.0,Emilia Romagna Grand Prix
1,S-H,SOFT-HARD,35-28,103.0,68.5,True,13.0,33.8,Emilia Romagna Grand Prix
1,M-S,MEDIUM-SOFT,24-39,102.9,68.7,True,12.9,34.0,Emilia Romagna Grand Prix
1,M-H,MEDIUM-HARD,27-36,90.0,34.7,True,0.0,0.0,Emilia Romagna Grand Prix
1,H-S,HARD-SOFT,28-35,103.0,68.5,True,13.0,33.8,Emilia Romagna Grand Prix
1,H-M,HARD-MEDIUM,36-27,90.0,34.7,True,0.0,0.0,Emilia Romagna Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,22-22-20,111.8,97.9,True,21.8,63.2,Emilia Romagna Grand Prix
2,S-S-H,SOFT-SOFT-HARD,19-19-24,114.2,95.7,True,24.2,61.0,Emilia Romagna Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,22-20-22,111.8,97.9,True,21.8,63.2,Emilia Romagna Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,22-20-20,102.8,78.0,True,12.8,43.3,Emilia Romagna Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,20-18-25,106.3,79.6,True,16.3,44.9,Emilia Romagna Grand Prix
2,S-H-S,SOFT-HARD-SOFT,19-24-19,114.2,95.7,True,24.2,61.0,Emilia Romagna Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,20-25-18,106.3,79.6,True,16.3,44.9,Emilia Romagna Grand Prix
2,S-H-H,SOFT-HARD-HARD,18-22-22,108.6,80.7,True,18.6,46.0,Emilia Romagna Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,20-22-22,111.8,97.9,True,21.8,63.2,Emilia Romagna Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,20-22-20,102.8,78.0,True,12.8,43.3,Emilia Romagna Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,18-20-25,106.3,79.6,True,16.3,44.9,Emilia Romagna Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,20-20-22,102.8,78.0,True,12.8,43.3,Emilia Romagna Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,19-19-25,98.1,61.8,True,8.1,27.1,Emilia Romagna Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,18-25-20,106.3,79.6,True,16.3,44.9,Emilia Romagna Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,19-25-19,98.1,61.8,True,8.1,27.1,Emilia Romagna Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,17-23-23,101.2,65.1,True,11.2,30.4,Emilia Romagna Grand Prix
2,H-S-S,HARD-SOFT-SOFT,24-19-19,114.2,95.7,True,24.2,61.0,Emilia Romagna Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,25-20-18,106.3,79.6,True,16.3,44.9,Emilia Romagna Grand Prix
2,H-S-H,HARD-SOFT-HARD,22-18-22,108.6,80.7,True,18.6,46.0,Emilia Romagna Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,25-18-20,106.3,79.6,True,16.3,44.9,Emilia Romagna Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,25-19-19,98.1,61.8,True,8.1,27.1,Emilia Romagna Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,23-17-23,101.2,65.1,True,11.2,30.4,Emilia Romagna Grand Prix
2,H-H-S,HARD-HARD-SOFT,22-22-18,108.6,80.7,True,18.6,46.0,Emilia Romagna Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,23-23-17,101.2,65.1,True,11.2,30.4,Emilia Romagna Grand Prix
1,M-H,MEDIUM-HARD,21-32,96.7,53.6,True,0.0,0.0,French Grand Prix
1,H-M,HARD-MEDIUM,32-21,96.7,53.6,True,0.0,0.0,French Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,15-15-23,103.6,75.8,True,6.9,22.2,French Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,15-23-15,103.6,75.8,True,6.9,22.2,French Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,13-20-20,111.6,80.5,True,14.9,26.9,French Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,23-15-15,103.6,75.8,True,6.9,22.2,French Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,20-13-20,111.6,80.5,True,14.9,26.9,French Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,20-20-13,111.6,80.5,True,14.9,26.9,French Grand Prix
1,S-M,SOFT-MEDIUM,28-42,95.6,68.1,False,13.3,43.3,Hungarian Grand Prix
1,S-H,SOFT-HARD,24-46,93.7,51.4,False,11.4,26.6,Hungarian Grand Prix
1,M-S,MEDIUM-SOFT,42-28,95.6,68.1,False,13.3,43.3,Hungarian Grand Prix
1,M-H,MEDIUM-HARD,31-39,86.0,24.8,True,3.7,0.0,Hungarian Grand Prix
1,H-S,HARD-SOFT,46-24,93.7,51.4,False,11.4,26.6,Hungarian Grand Prix
1,H-M,HARD-MEDIUM,39-31,86.0,24.8,True,3.7,0.0,Hungarian Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,20-20-30,93.8,79.0,True,11.5,54.2,Hungarian Grand Prix
2,S-S-H,SOFT-SOFT-HARD,18-18-34,92.4,66.9,True,10.1,42.1,Hungarian Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,20-30-20,93.8,79.0,True,11.5,54.2,Hungarian Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,17-26-26,91.0,57.3,True,8.7,32.5,Hungarian Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,16-24-30,88.7,52.5,True,6.4,27.7,Hungarian Grand Prix
2,S-H-S,SOFT-HARD-SOFT,18-34-18,92.4,66.9,True,10.1,42.1,Hungarian Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,16-30-24,88.7,52.5,True,6.4,27.7,Hungarian Grand Prix
2,S-H-H,SOFT-HARD-HARD,14-28-28,86.0,47.2,True,3.7,22.4,Hungarian Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,30-20-20,93.8,79.0,True,11.5,54.2,Hungarian Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,26-17-26,91.0,57.3,True,8.7,32.5,Hungarian Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,24-16-30,88.7,52.5,True,6.4,27.7,Hungarian Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,26-26-17,91.0,57.3,True,8.7,32.5,Hungarian Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,22-22-27,85.1,44.8,True,2.8,20.0,Hungarian Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,24-30-16,88.7,52.5,True,6.4,27.7,Hungarian Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,22-27-22,85.1,44.8,True,2.8,20.0,Hungarian Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,20-25-25,82.3,42.0,True,0.0,17.2,Hungarian Grand Prix
2,H-S-S,HARD-SOFT-SOFT,34-18-18,92.4,66.9,True,10.1,42.1,Hungarian Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,30-16-24,88.7,52.5,True,6.4,27.7,Hungarian Grand Prix
2,H-S-H,HARD-SOFT-HARD,28-14-28,86.0,47.2,True,3.7,22.4,Hungarian Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,30-24-16,88.7,52.5,True,6.4,27.7,Hungarian Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,27-22-22,85.1,44.8,True,2.8,20.0,Hungarian Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,25-20-25,82.3,42.0,True,0.0,17.2,Hungarian Grand Prix
2,H-H-S,HARD-HARD-SOFT,28-28-14,86.0,47.2,True,3.7,22.4,Hungarian Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,25-25-20,82.3,42.0,True,0.0,17.2,Hungarian Grand Prix
3,S-S-S-M,SOFT-SOFT-SOFT-MEDIUM,15-15-15-24,103.4,87.7,True,21.1,62.9,Hungarian Grand Prix
3,S-S-S-H,SOFT-SOFT-SOFT-HARD,14-14-14-27,102.1,81.1,True,19.8,56.3,Hungarian Grand Prix
3,S-S-M-S,SOFT-SOFT-MEDIUM-SOFT,15-15-24-15,103.4,87.7,True,21.1,62.9,Hungarian Grand Prix
3,S-S-M-M,SOFT-SOFT-MEDIUM-MEDIUM,14-14-21-21,101.7,78.7,True,19.4,53.9,Hungarian Grand Prix
3,S-S-M-H,SOFT-SOFT-MEDIUM-HARD,13-13-20-25,99.9,74.1,True,17.6,49.3,Hungarian Grand Prix
3,S-S-H-S,SOFT-SOFT-HARD-SOFT,14-14-27-14,102.1,81.1,True,19.8,56.3,Hungarian Grand Prix
3,S-S-H-M,SOFT-SOFT-HARD-MEDIUM,13-13-25-20,99.9,74.1,True,17.6,49.3,Hungarian Grand Prix
3,S-S-H-H,SOFT-SOFT-HARD-HARD,12-12-23-23,97.9,69.8,True,15.6,45.0,Hungarian Grand Prix
3,S-M-S-S,SOFT-MEDIUM-SOFT-SOFT,15-24-15-15,103.4,87.7,True,21.1,62.9,Hungarian Grand Prix
3,S-M-S-M,SOFT-MEDIUM-SOFT-MEDIUM,14-21-14-21,101.7,78.7,True,19.4,53.9,Hungarian Grand Prix
